name,source,source_book,best_candidate,similarity
Improved Portal Alarm,manual-of-the-planes,Manual of the Planes,hold portal,0.562
Portal Beacon,manual-of-the-planes,Manual of the Planes,spiritual weapon,0.69
Positive Energy Protection,manual-of-the-planes,Manual of the Planes,positive energy aura,0.739
Reality Maelstrom,manual-of-the-planes,Manual of the Planes,reanimation,0.571
Revive Outsider,manual-of-the-planes,Manual of the Planes,revive undead,0.714
Safety,manual-of-the-planes,Manual of the Planes,insanity,0.571
Scramble Portal,manual-of-the-planes,Manual of the Planes,seal portal,0.769
Shadow Cache,manual-of-the-planes,Manual of the Planes,shadow landscape,0.714
Shadowblast,manual-of-the-planes,Manual of the Planes,beshadowed blast,0.815
Shadowfade,manual-of-the-planes,Manual of the Planes,shadow landscape,0.692
Xorn Movement,manual-of-the-planes,Manual of the Planes,atonement,0.636
Zone of Respite,manual-of-the-planes,Manual of the Planes,mantle of pure spite,0.743
Zone of Revelation,manual-of-the-planes,Manual of the Planes,zone of truth,0.645
Adrenaline Surge,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",tidal surge,0.667
Animal Reduction,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",astral projection,0.667
Animal Trick,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",animal trance,0.8
Big Sky,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",binding winds,0.5
Bloodhound,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",bestow wound,0.545
Countermoon,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",contagion,0.6
Darkseed,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",darkness,0.625
Dawn,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",awaken,0.6
Daze Animal,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",dominate animal,0.769
Druid Grove,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",proud arrogance,0.538
Epidemic,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",read magic,0.556
False Bravado,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",false gravity,0.692
Feathers,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",feather fall,0.7
Fire Eyes,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",fiery eyes,0.842
"Call Lightning, Greater",masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",call lightning,0.757
Green Blockade,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",cursed blade,0.615
Invulnerability to Elements,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",vulnerability,0.65
Kiss of Death,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",circle of death,0.714
Lookingglass,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",shocking grasp,0.615
Mandragora,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",antidragon aura,0.72
"Calm, Mass",masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers","harm, mass",0.8
"Trance, Mass",masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers","cat's grace, mass",0.759
Miasma,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",magnetism,0.533
Might of the Oak,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",flight of the dragon,0.722
Persistence of the Waves,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers","spell resistence, mass",0.609
Power Sight,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",foresight,0.7
Protection from All Elements,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",protection from spells,0.76
Regenerate Circle,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",regenerate,0.741
Regenerate Critical Wounds,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",cure critical wounds,0.783
Regenerate Light Wounds,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",cure light wounds,0.75
Regenerate Moderate Wounds,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",cure moderate wounds,0.783
Regenerate Ring,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",regenerate,0.8
Regenerate Serious Wounds,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",cure serious wounds,0.773
Scarecrow,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",scare,0.714
Speak With Anything,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",speak with plants,0.778
Speed of the Wind,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",aspect of the deity,0.667
Thunderswarm,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",meteor swarm,0.667
True Reincarnate,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",reincarnate,0.815
Waterball,masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers,"Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers",water walk,0.737
"Acid Orb, Lesser",miniatures-handbook,Miniatures Handbook,"vigor, lesser",0.759
"Aid, Legion's",miniatures-handbook,Miniatures Handbook,calm emotions,0.538
Align Fang,miniatures-handbook,Miniatures Handbook,align weapon,0.727
"Align Fang, Legion's",miniatures-handbook,Miniatures Handbook,"magic fang, superior",0.6
"Align Weapon, Legion's",miniatures-handbook,Miniatures Handbook,align weapon,0.706
Angelskin,miniatures-handbook,Miniatures Handbook,stoneskin,0.667
Baleful Transposition,miniatures-handbook,Miniatures Handbook,baleful utterance,0.632
Benign Transposition,miniatures-handbook,Miniatures Handbook,transformation,0.588
Bigby's Slapping Hand,miniatures-handbook,Miniatures Handbook,grasping hand,0.647
"Bless Weapon, Swift",miniatures-handbook,Miniatures Handbook,bless weapon,0.774
Close Wounds,miniatures-handbook,Miniatures Handbook,cure serious wounds,0.645
"Cold Orb, Lesser",miniatures-handbook,Miniatures Handbook,"vigor, lesser",0.69
Conviction,miniatures-handbook,Miniatures Handbook,contagion,0.737
"Conviction, Legion's",miniatures-handbook,Miniatures Handbook,constricting chains,0.615
Curse of Impending Blades,miniatures-handbook,Miniatures Handbook,cursed blade,0.649
"Curse of Impending Blades, Legion's",miniatures-handbook,Miniatures Handbook,cursed blade,0.511
Curse of Petty Failing,miniatures-handbook,Miniatures Handbook,curse of despair,0.632
"Curse of Petty Failing, Legion's",miniatures-handbook,Miniatures Handbook,curse of despair,0.5
Demonhide,miniatures-handbook,Miniatures Handbook,demon dirge,0.7
Divine Protection,miniatures-handbook,Miniatures Handbook,divine inspiration,0.743
"Electric Orb, Lesser",miniatures-handbook,Miniatures Handbook,"telepathic bond, lesser",0.744
Favorable Sacrifice,miniatures-handbook,Miniatures Handbook,divine sacrifice,0.686
"Fire Orb, Lesser",miniatures-handbook,Miniatures Handbook,"vigor, lesser",0.759
"Fire Shield, Legion's",miniatures-handbook,Miniatures Handbook,"fire shield, mass",0.737
Guided Arrow,miniatures-handbook,Miniatures Handbook,acid arrow,0.727
Guiding Light,miniatures-handbook,Miniatures Handbook,dancing lights,0.741
"Haste, Swift",miniatures-handbook,Miniatures Handbook,haste. swift,0.917
Holy Spurs,miniatures-handbook,Miniatures Handbook,holy aura,0.737
Incite,miniatures-handbook,Miniatures Handbook,silence,0.615
Inhibit,miniatures-handbook,Miniatures Handbook,invisibility,0.632
Lightfoot,miniatures-handbook,Miniatures Handbook,light,0.714
Lionheart,miniatures-handbook,Miniatures Handbook,lion's roar,0.6
Lion's Charge,miniatures-handbook,Miniatures Handbook,lion's roar,0.75
Living Undeath,miniatures-handbook,Miniatures Handbook,blinding breath,0.69
Mordenkainen's Buzzing Bee,miniatures-handbook,Miniatures Handbook,deafening breath,0.524
Panacea,miniatures-handbook,Miniatures Handbook,planar ally,0.556
Quick March,miniatures-handbook,Miniatures Handbook,quickshift,0.571
Revivify,miniatures-handbook,Miniatures Handbook,reverse gravity,0.522
Righteous Aura,miniatures-handbook,Miniatures Handbook,righteous glare,0.828
Righteous Fury,miniatures-handbook,Miniatures Handbook,righteous glare,0.759
"Shield of Faith, Legion's",miniatures-handbook,Miniatures Handbook,shield of faith,0.75
Sign,miniatures-handbook,Miniatures Handbook,vision,0.6
Slashing Darkness,miniatures-handbook,Miniatures Handbook,damning darkness,0.788
Slide,miniatures-handbook,Miniatures Handbook,sleep,0.6
"Slide, Greater",miniatures-handbook,Miniatures Handbook,"blink, greater",0.786
Snake's Swiftness,miniatures-handbook,Miniatures Handbook,spike stones,0.621
"Snake's Swiftness, Legion's",miniatures-handbook,Miniatures Handbook,mage's magnificent mansion,0.491
"Sonic Orb, Lesser",miniatures-handbook,Miniatures Handbook,"vigor, lesser",0.733
Tiger's Tooth,miniatures-handbook,Miniatures Handbook,master's touch,0.667
Undeniable Gravity,miniatures-handbook,Miniatures Handbook,false gravity,0.71
"Undeniable Gravity, Legion's",miniatures-handbook,Miniatures Handbook,false gravity,0.537
Veil of Shadow,miniatures-handbook,Miniatures Handbook,path of shadow,0.714
Create Chosen One,monster-compendium-monsters-of-faerun,Monster Compendium: Monsters of FaerÃ»n,locate touchstone,0.647
Create Crawling Claw,monster-compendium-monsters-of-faerun,Monster Compendium: Monsters of FaerÃ»n,creeping cold,0.606
Create Darkenbeast,monster-compendium-monsters-of-faerun,Monster Compendium: Monsters of FaerÃ»n,create undead,0.645
Summon Clockwork Mender Swarm,monster-manual-iv,Monster Manual IV,summon elementite swarm,0.692
Advice,oriental-adventures,Oriental Adventures,fabricate,0.533
Ancestral Vengeance,oriental-adventures,Oriental Adventures,storm of vengeance,0.703
Attraction,oriental-adventures,Oriental Adventures,astral projection,0.667
Blood of Fire,oriental-adventures,Oriental Adventures,blades of fire,0.815
Bo of Water,oriental-adventures,Oriental Adventures,cloak of hate,0.667
Chameleon,oriental-adventures,Oriental Adventures,charm person,0.667
Circle of Flame,oriental-adventures,Oriental Adventures,crown of flame,0.759
Cloud of Taint,oriental-adventures,Oriental Adventures,shield of faith,0.621
Compel,oriental-adventures,Oriental Adventures,cometfall,0.667
Create Spring,oriental-adventures,Oriental Adventures,create water,0.64
Detect Curse,oriental-adventures,Oriental Adventures,detect chaos,0.75
Detect Disease,oriental-adventures,Oriental Adventures,detect undead,0.741
Dispel Taint,oriental-adventures,Oriental Adventures,dispel magic,0.75
Dream Sight,oriental-adventures,Oriental Adventures,devil sight,0.727
Fatigue,oriental-adventures,Oriental Adventures,remove fatigue,0.667
Force Shapechange,oriental-adventures,Oriental Adventures,shapechange,0.786
"Spirit Ally, Greater",oriental-adventures,Oriental Adventures,"planar ally, greater",0.8
Horse's Nose,oriental-adventures,Oriental Adventures,heart's ease,0.583
Invisibility to Enemies,oriental-adventures,Oriental Adventures,"invisibility, mass",0.732
Invisibility to Spirits,oriental-adventures,Oriental Adventures,invisibility sphere,0.762
Jade Aura,oriental-adventures,Oriental Adventures,magic aura,0.632
Jade Strike,oriental-adventures,Oriental Adventures,flame strike,0.783
Know Motivation,oriental-adventures,Oriental Adventures,know direction,0.69
Know the Shadows,oriental-adventures,Oriental Adventures,path of shadow,0.6
"Spirit Ally, Lesser",oriental-adventures,Oriental Adventures,"planar ally, lesser",0.789
Magic Circle Against Taint,oriental-adventures,Oriental Adventures,magic circle against law,0.88
Master of the Rolling River,oriental-adventures,Oriental Adventures,mark of the hunter,0.622
Mental Strength,oriental-adventures,Oriental Adventures,bull's strength,0.667
Mental Weakness,oriental-adventures,Oriental Adventures,symbol of weakness,0.667
Possess,oriental-adventures,Oriental Adventures,poison vines,0.526
Possess Animal,oriental-adventures,Oriental Adventures,hold animal,0.64
Protection from Spirits,oriental-adventures,Oriental Adventures,protection from spells,0.844
Protection from Taint,oriental-adventures,Oriental Adventures,protection from law,0.85
Rebuke,oriental-adventures,Oriental Adventures,refuge,0.667
Snake Barrier,oriental-adventures,Oriental Adventures,blade barrier,0.769
Spirit Ally,oriental-adventures,Oriental Adventures,spiritwall,0.857
Substitution,oriental-adventures,Oriental Adventures,suggestion,0.636
Surelife,oriental-adventures,Oriental Adventures,false life,0.667
Tainted Aura,oriental-adventures,Oriental Adventures,antidragon aura,0.667
Tetsubo of Earth,oriental-adventures,Oriental Adventures,symbol of death,0.71
That Art Thou,oriental-adventures,Oriental Adventures,stalwart path,0.615
Tomb of Jade,oriental-adventures,Oriental Adventures,orb of acid,0.696
Trance,oriental-adventures,Oriental Adventures,revenance,0.667
Warning,oriental-adventures,Oriental Adventures,warding gems,0.632
Weapon Bless,oriental-adventures,Oriental Adventures,bless,0.588
When Two Become One,oriental-adventures,Oriental Adventures,water to poison,0.529
Whip,oriental-adventures,Oriental Adventures,force whip,0.571
Words of the Kami,oriental-adventures,Oriental Adventures,eyes of the king,0.667
Yakamo's Anger,oriental-adventures,Oriental Adventures,animal messenger,0.533
Yari of Air,oriental-adventures,Oriental Adventures,wings of air,0.696
Fierce Pride of the Beastlands,planar-handbook,Planar Handbook,fierce pride of beastlands,0.929
"Plane Shift, Greater",planar-handbook,Planar Handbook,"planar shift, greater",0.927
Protection from Positive Energy,planar-handbook,Planar Handbook,protection from negative energy,0.871
Acid Storm,players-guide-to-faerun,Player's Guide to FaerÃ»n,blade storm,0.762
Ball Lightning,players-guide-to-faerun,Player's Guide to FaerÃ»n,call lightning,0.929
Battletide,players-guide-to-faerun,Player's Guide to FaerÃ»n,earth glide,0.571
Black Talon,players-guide-to-faerun,Player's Guide to FaerÃ»n,black tentacles,0.692
Blinding Spittle,players-guide-to-faerun,Player's Guide to FaerÃ»n,blinding glory,0.667
Blindsight,players-guide-to-faerun,Player's Guide to FaerÃ»n,hindsight,0.842
Bombardment,players-guide-to-faerun,Player's Guide to FaerÃ»n,banishment,0.571
Briartangle,players-guide-to-faerun,Player's Guide to FaerÃ»n,entangle,0.632
Caligarde's Claw,players-guide-to-faerun,Player's Guide to FaerÃ»n,chaav's laugh,0.552
Claws of the Beast,players-guide-to-faerun,Player's Guide to FaerÃ»n,cloak of the sea,0.765
Cloud of Bewilderment,players-guide-to-faerun,Player's Guide to FaerÃ»n,bolts of bedevilment,0.634
Create Magic Tattoo,players-guide-to-faerun,Player's Guide to FaerÃ»n,read magic,0.621
Dread Blast,players-guide-to-faerun,Player's Guide to FaerÃ»n,ice blast,0.7
Elminster's Effulgent Epuration,players-guide-to-faerun,Player's Guide to FaerÃ»n,master's lament,0.522
Eye of Power,players-guide-to-faerun,Player's Guide to FaerÃ»n,eye of stone,0.75
Favor of Ilmater,players-guide-to-faerun,Player's Guide to FaerÃ»n,aura of terror,0.6
Fireward,players-guide-to-faerun,Player's Guide to FaerÃ»n,fear,0.667
Fleshshiver,players-guide-to-faerun,Player's Guide to FaerÃ»n,flesh to stone,0.56
Forceward,players-guide-to-faerun,Player's Guide to FaerÃ»n,forcecage,0.667
Gedlee's Electric Loop,players-guide-to-faerun,Player's Guide to FaerÃ»n,mage's lucubration,0.5
General of Undeath,players-guide-to-faerun,Player's Guide to FaerÃ»n,veil of undeath,0.788
Handfire,players-guide-to-faerun,Player's Guide to FaerÃ»n,animate fire,0.6
Harmony,players-guide-to-faerun,Player's Guide to FaerÃ»n,harmonize,0.75
Holy Star,players-guide-to-faerun,Player's Guide to FaerÃ»n,holy storm,0.842
Howling Chain,players-guide-to-faerun,Player's Guide to FaerÃ»n,helping hand,0.72
Icelance,players-guide-to-faerun,Player's Guide to FaerÃ»n,silence,0.667
Inferno,players-guide-to-faerun,Player's Guide to FaerÃ»n,infernal wound,0.667
Lawful Sword,players-guide-to-faerun,Player's Guide to FaerÃ»n,holy sword,0.636
Lightning Ring,players-guide-to-faerun,Player's Guide to FaerÃ»n,lightning bolt,0.714
Lively Step,players-guide-to-faerun,Player's Guide to FaerÃ»n,time stop,0.6
Mace of Odo,players-guide-to-faerun,Player's Guide to FaerÃ»n,mantle of good,0.72
Manyjaws,players-guide-to-faerun,Player's Guide to FaerÃ»n,mantle of law,0.476
